Probe 1,Probe 2,Passed?,Should?,Hamming
`178/1,'11/3,1,0,0.469
`178/1,'11/5,1,0,0.4705
`178/1,'113/1,1,0,0.481
`178/1,'113/2,1,0,0.482
`178/1,'113/3,1,0,0.4915
`178/1,'113/4,1,0,0.4825
`178/1,'113/5,1,0,0.4895
`178/1,'12/1,1,0,0.466
`178/1,'12/2,1,0,0.477
`178/1,'12/3,1,0,0.4755
`178/1,'12/4,1,0,0.486
`178/1,'12/5,1,0,0.47
`178/1,'124/1,1,0,0.4645
`178/1,'124/2,1,0,0.4835
`178/1,'124/3,1,0,0.473
`178/1,'124/4,1,0,0.4735
`178/1,'124/5,1,0,0.471
`178/1,'125/1,1,0,0.4825
`178/1,'125/2,1,0,0.4915
`178/1,'125/4,1,0,0.4945
`178/1,'125/5,1,0,0.494
`178/1,'126/2,1,0,0.4755
`178/1,'126/3,1,0,0.4905
`178/1,'126/4,1,0,0.4955
`178/1,'13/1,1,0,0.484
`178/1,'13/2,1,0,0.5065
`178/1,'13/4,1,0,0.4835
`178/1,'130/1,1,0,0.496
`178/1,'130/2,1,0,0.4865
`178/1,'130/3,1,0,0.4825
`178/1,'130/4,1,0,0.481
`178/1,'130/5,1,0,0.4865
`178/1,'131/1,1,0,0.485
`178/1,'131/2,1,0,0.471
`178/1,'131/3,1,0,0.476
`178/1,'131/4,1,0,0.4925
`178/1,'131/5,1,0,0.481
`178/1,'135/1,1,0,0.498
`178/1,'135/2,1,0,0.4765
`178/1,'135/3,1,0,0.474
`178/1,'135/4,1,0,0.4905
`178/1,'135/5,1,0,0.49
`178/1,'136/1,1,0,0.4775
`178/1,'136/2,1,0,0.492
`178/1,'136/3,1,0,0.481
`178/1,'136/4,1,0,0.4905
`178/1,'136/5,1,0,0.476
`178/1,'14/1,1,0,0.492
`178/1,'14/2,1,0,0.497
`178/1,'14/3,1,0,0.4945
`178/1,'14/4,1,0,0.4795
`178/1,'14/5,1,0,0.508
`178/1,'140/1,1,0,0.4775
`178/1,'140/3,1,0,0.484
`178/1,'140/4,1,0,0.482
`178/1,'141/1,1,0,0.478
`178/1,'141/2,1,0,0.469
`178/1,'141/3,1,0,0.4995
`178/1,'141/4,1,0,0.4855
`178/1,'141/5,1,0,0.4815
`178/1,'142/1,1,0,0.4855
`178/1,'142/2,1,0,0.481
`178/1,'142/3,1,0,0.493
`178/1,'142/4,1,0,0.5105
`178/1,'142/5,1,0,0.497
`178/1,'143/1,1,0,0.4825
`178/1,'143/2,1,0,0.477
`178/1,'143/3,1,0,0.472
`178/1,'143/4,1,0,0.475
`178/1,'143/5,1,0,0.4765
`178/1,'147/1,1,0,0.477
`178/1,'147/2,1,0,0.484
`178/1,'147/3,1,0,0.475
`178/1,'147/4,1,0,0.49
`178/1,'147/5,1,0,0.482
`178/1,'148/2,1,0,0.479
`178/1,'148/3,1,0,0.486
`178/1,'148/4,1,0,0.464
`178/1,'148/5,1,0,0.494
`178/1,'15/1,1,0,0.462
`178/1,'15/2,1,0,0.4875
`178/1,'15/3,1,0,0.478
`178/1,'15/4,1,0,0.483
`178/1,'15/5,1,0,0.48
`178/1,'151/1,1,0,0.5065
`178/1,'151/2,1,0,0.511
`178/1,'151/3,1,0,0.5
`178/1,'151/4,1,0,0.4875
`178/1,'151/5,1,0,0.4805
`178/1,'152/1,1,0,0.4745
`178/1,'152/2,1,0,0.4665
`178/1,'152/3,1,0,0.495
`178/1,'152/4,1,0,0.4935
`178/1,'152/5,1,0,0.483
`178/1,'153/2,1,0,0.4875
`178/1,'153/3,1,0,0.497
`178/1,'155/1,1,0,0.471
`178/1,'155/2,1,0,0.4735
`178/1,'155/3,1,0,0.4825
`178/1,'155/4,1,0,0.4715
`178/1,'158/1,1,0,0.4765
`178/1,'158/2,1,0,0.485
`178/1,'158/3,1,0,0.499
`178/1,'158/4,1,0,0.501
`178/1,'158/5,1,0,0.4935
`178/1,'16/1,1,0,0.495
`178/1,'16/2,1,0,0.4895
`178/1,'16/3,1,0,0.4915
`178/1,'16/4,1,0,0.476
`178/1,'16/5,1,0,0.475
`178/1,'161/1,1,0,0.491
`178/1,'161/2,1,0,0.4965
`178/1,'161/3,1,0,0.481
`178/1,'161/4,1,0,0.4775
`178/1,'161/5,1,0,0.4635
`178/1,'162/1,1,0,0.47
`178/1,'162/3,1,0,0.4685
`178/1,'162/5,1,0,0.4845
`178/1,'165/1,1,0,0.472
`178/1,'165/2,1,0,0.478
`178/1,'165/3,1,0,0.4735
`178/1,'165/4,1,0,0.4775
`178/1,'165/5,1,0,0.4925
`178/1,'166/2,1,0,0.492
`178/1,'166/4,1,0,0.5125
`178/1,'166/5,1,0,0.49
`178/1,'167/1,1,0,0.4835
`178/1,'167/2,1,0,0.5005
`178/1,'167/3,1,0,0.486
`178/1,'167/4,1,0,0.5065
`178/1,'167/5,1,0,0.495
`178/1,'168/1,1,0,0.471
`178/1,'168/3,1,0,0.4825
`178/1,'168/5,1,0,0.477
`178/1,'169/1,1,0,0.483
`178/1,'169/2,1,0,0.4805
`178/1,'169/3,1,0,0.488
`178/1,'169/4,1,0,0.4975
`178/1,'169/5,1,0,0.4925
`178/1,'170/1,1,0,0.495
`178/1,'170/2,1,0,0.504
`178/1,'170/3,1,0,0.501
`178/1,'171/1,1,0,0.496
`178/1,'171/5,1,0,0.509
`178/1,'175/1,1,0,0.4785
`178/1,'175/2,1,0,0.4825
`178/1,'175/3,1,0,0.4935
`178/1,'175/4,1,0,0.4795
`178/1,'175/5,1,0,0.481
`178/1,'177/1,1,0,0.4865
`178/1,'177/2,1,0,0.488
`178/1,'177/3,1,0,0.4835
`178/1,'177/4,1,0,0.4765
`178/1,'177/5,1,0,0.4985
`178/1,'178/3,1,1,0.389
`178/1,'180/2,1,0,0.4935
`178/1,'180/3,1,0,0.4945
`178/1,'180/4,1,0,0.489
`178/1,'180/5,1,0,0.4945
`178/1,'181/1,1,0,0.489
`178/1,'181/2,1,0,0.501
`178/1,'181/3,1,0,0.51
`178/1,'181/4,1,0,0.4795
`178/1,'181/5,1,0,0.484
`178/1,'182/1,1,0,0.497
`178/1,'182/2,1,0,0.4985
`178/1,'182/3,1,0,0.5
`178/1,'182/4,1,0,0.486
`178/1,'182/5,1,0,0.4805
`178/1,'183/1,1,0,0.4895
`178/1,'183/2,1,0,0.4895
`178/1,'183/3,1,0,0.4935
`178/1,'183/4,1,0,0.4675
`178/1,'183/5,1,0,0.487
`178/1,'186/1,1,0,0.493
`178/1,'186/2,1,0,0.4935
`178/1,'186/4,1,0,0.4965
`178/1,'186/5,1,0,0.4915
`178/1,'19/1,1,0,0.4945
`178/1,'19/2,1,0,0.4805
`178/1,'19/3,1,0,0.487
`178/1,'19/4,1,0,0.4655
`178/1,'19/5,1,0,0.49
`178/1,'190/1,1,0,0.4905
`178/1,'190/2,1,0,0.4825
`178/1,'190/3,1,0,0.501
`178/1,'192/1,1,0,0.4885
`178/1,'192/2,1,0,0.496
`178/1,'192/3,1,0,0.4945
`178/1,'192/4,1,0,0.4955
`178/1,'192/5,1,0,0.49
`178/1,'194/2,1,0,0.48
`178/1,'194/3,1,0,0.4655
`178/1,'194/4,1,0,0.497
`178/1,'194/5,1,0,0.4805
`178/1,'195/1,1,0,0.4905
`178/1,'195/3,1,0,0.477
`178/1,'195/4,1,0,0.497
`178/1,'195/5,1,0,0.486
`178/1,'196/1,1,0,0.475
`178/1,'196/2,1,0,0.483
`178/1,'196/3,1,0,0.501
`178/1,'196/4,1,0,0.478
`178/1,'199/1,1,0,0.493
`178/1,'199/2,1,0,0.509
`178/1,'199/3,1,0,0.474
`178/1,'199/4,1,0,0.485
`178/1,'199/5,1,0,0.5015
`178/1,'2/1,1,0,0.4955
`178/1,'2/2,1,0,0.4805
`178/1,'2/3,1,0,0.4925
`178/1,'2/5,1,0,0.4885
`178/1,'214/1,1,0,0.4615
`178/1,'214/2,1,0,0.49
`178/1,'214/4,1,0,0.478
`178/1,'214/5,1,0,0.473
`178/1,'220/1,1,0,0.4925
`178/1,'220/2,1,0,0.506
`178/1,'220/3,1,0,0.486
`178/1,'220/4,1,0,0.508
`178/1,'220/5,1,0,0.4955
`178/1,'221/1,1,0,0.488
`178/1,'221/2,1,0,0.486
`178/1,'221/3,1,0,0.48
`178/1,'221/4,1,0,0.4745
`178/1,'221/5,1,0,0.4865
`178/1,'222/1,1,0,0.479
`178/1,'222/2,1,0,0.483
`178/1,'222/3,1,0,0.493
`178/1,'224/2,1,0,0.474
`178/1,'224/4,1,0,0.482
`178/1,'225/1,1,0,0.474
`178/1,'225/2,1,0,0.483
`178/1,'225/4,1,0,0.4775
`178/1,'225/5,1,0,0.484
`178/1,'227/1,1,0,0.495
`178/1,'227/2,1,0,0.477
`178/1,'227/3,1,0,0.4845
`178/1,'227/4,1,0,0.4775
`178/1,'237/1,1,0,0.4975
`178/1,'237/2,1,0,0.499
`178/1,'237/3,1,0,0.509
`178/1,'237/4,1,0,0.495
`178/1,'237/5,1,0,0.494
`178/1,'25/1,1,0,0.4665
`178/1,'25/2,1,0,0.478
`178/1,'25/3,1,0,0.48
`178/1,'27/1,1,0,0.4775
`178/1,'27/2,1,0,0.502
`178/1,'27/3,1,0,0.4785
`178/1,'27/4,1,0,0.475
`178/1,'27/5,1,0,0.478
`178/1,'29/1,1,0,0.4825
`178/1,'29/2,1,0,0.4755
`178/1,'29/3,1,0,0.4895
`178/1,'29/4,1,0,0.4825
`178/1,'35/1,1,0,0.4865
`178/1,'35/2,1,0,0.474
`178/1,'35/3,1,0,0.4925
`178/1,'37/3,1,0,0.474
`178/1,'37/4,1,0,0.472
`178/1,'38/1,1,0,0.4925
`178/1,'38/2,1,0,0.4975
`178/1,'38/3,1,0,0.4795
`178/1,'38/4,1,0,0.4725
`178/1,'38/5,1,0,0.4805
`178/1,'40/1,1,0,0.4845
`178/1,'40/2,1,0,0.4985
`178/1,'41/1,1,0,0.4815
`178/1,'41/3,1,0,0.477
`178/1,'41/4,1,0,0.472
`178/1,'41/5,1,0,0.4605
`178/1,'42/1,1,0,0.4895
`178/1,'42/3,1,0,0.4885
`178/1,'42/4,1,0,0.487
`178/1,'42/5,1,0,0.4755
`178/1,'44/1,1,0,0.46
`178/1,'44/2,1,0,0.476
`178/1,'44/3,1,0,0.48
`178/1,'44/4,1,0,0.4765
`178/1,'44/5,1,0,0.4725
`178/1,'45/3,1,0,0.477
`178/1,'45/4,1,0,0.4845
`178/1,'45/5,1,0,0.4925
`178/1,'46/2,1,0,0.4855
`178/1,'46/3,1,0,0.4765
`178/1,'46/4,1,0,0.4885
`178/1,'46/5,1,0,0.478
`178/1,'47/2,1,0,0.4935
`178/1,'47/3,1,0,0.485
`178/1,'47/4,1,0,0.4895
`178/1,'47/5,1,0,0.493
`178/1,'49/3,1,0,0.486
`178/1,'49/4,1,0,0.478
`178/1,'49/5,1,0,0.4785
`178/1,'51/1,1,0,0.4785
`178/1,'51/2,1,0,0.494
`178/1,'51/3,1,0,0.4865
`178/1,'51/4,1,0,0.4935
`178/1,'51/5,1,0,0.497
`178/1,'54/1,1,0,0.4905
`178/1,'54/5,1,0,0.4785
`178/1,'55/1,1,0,0.5085
`178/1,'55/2,1,0,0.4935
`178/1,'55/3,1,0,0.506
`178/1,'55/4,1,0,0.492
`178/1,'55/5,1,0,0.485
`178/1,'56/1,1,0,0.4945
`178/1,'56/2,1,0,0.494
`178/1,'56/4,1,0,0.49
`178/1,'58/1,1,0,0.484
`178/1,'58/2,1,0,0.511
`178/1,'58/3,1,0,0.4845
`178/1,'58/5,1,0,0.4885
`178/1,'59/1,1,0,0.473
`178/1,'59/2,1,0,0.473
`178/1,'59/3,1,0,0.4905
`178/1,'59/4,1,0,0.4735
`178/1,'59/5,1,0,0.477
`178/1,'6/1,1,0,0.4815
`178/1,'6/3,1,0,0.4885
`178/1,'6/4,1,0,0.4745
`178/1,'61/1,1,0,0.49
`178/1,'61/2,1,0,0.49
`178/1,'61/3,1,0,0.486
`178/1,'69/1,1,0,0.4715
`178/1,'69/2,1,0,0.489
`178/1,'7/2,1,0,0.4835
`178/1,'7/3,1,0,0.4855
`178/1,'70/1,1,0,0.4875
`178/1,'70/2,1,0,0.492
`178/1,'72/1,1,0,0.4775
`178/1,'72/2,1,0,0.4925
`178/1,'72/3,1,0,0.475
`178/1,'72/4,1,0,0.4805
`178/1,'72/5,1,0,0.4965
`178/1,'74/1,1,0,0.48
`178/1,'74/2,1,0,0.4755
`178/1,'74/3,1,0,0.4705
`178/1,'74/4,1,0,0.48
`178/1,'74/5,1,0,0.49
`178/1,'76/1,1,0,0.4905
`178/1,'76/2,1,0,0.4975
`178/1,'76/3,1,0,0.5
`178/1,'76/5,1,0,0.5075
`178/1,'78/4,1,0,0.4955
`178/1,'78/5,1,0,0.489
`178/1,'8/1,1,0,0.5135
`178/1,'8/2,1,0,0.49
`178/1,'8/3,1,0,0.508
`178/1,'8/4,1,0,0.5095
`178/1,'8/5,1,0,0.4815
`178/1,'81/1,1,0,0.499
`178/1,'81/2,1,0,0.5045
`178/1,'81/4,1,0,0.4945
`178/1,'81/5,1,0,0.4895
`178/1,'83/1,1,0,0.4745
`178/1,'83/2,1,0,0.4905
`178/1,'83/3,1,0,0.4975
`178/1,'83/4,1,0,0.4755
`178/1,'83/5,1,0,0.482
`178/1,'84/1,1,0,0.4905
`178/1,'84/2,1,0,0.4735
`178/1,'84/3,1,0,0.484
`178/1,'84/5,1,0,0.484
`178/1,'85/1,1,0,0.497
`178/1,'85/2,1,0,0.5125
`178/1,'85/3,1,0,0.4935
`178/1,'85/4,1,0,0.4975
`178/1,'85/5,1,0,0.488
`178/1,'88/1,1,0,0.4935
`178/1,'88/2,1,0,0.484
`178/1,'88/3,1,0,0.4865
`178/1,'88/4,1,0,0.484
`178/1,'88/5,1,0,0.476
`178/1,'89/1,1,0,0.4855
`178/1,'89/2,1,0,0.485
`178/1,'89/3,1,0,0.464
`178/1,'89/4,1,0,0.491
`178/1,'89/5,1,0,0.487
`178/1,'91/2,1,0,0.478
`178/1,'91/3,1,0,0.467
`178/1,'91/4,1,0,0.4665
`178/1,'94/1,1,0,0.482
`178/1,'94/2,1,0,0.498
`178/1,'94/3,1,0,0.4805
`178/1,'94/4,1,0,0.474
`178/1,'94/5,1,0,0.4795
`178/1,'96/1,1,0,0.4955
`178/1,'96/2,1,0,0.487
`178/1,'96/3,1,0,0.4855
`178/1,'99/1,1,0,0.488
`178/1,'99/2,1,0,0.488
`178/1,'99/3,1,0,0.485
`178/1,'99/4,1,0,0.483
`178/1,'99/5,1,0,0.476
`180/2,'1/1,1,0,0.4695
`180/2,'1/2,1,0,0.4855
`180/2,'1/3,1,0,0.495
`180/2,'1/4,1,0,0.4915
`180/2,'1/5,1,0,0.4785
`180/2,'10/1,1,0,0.495
`180/2,'10/2,1,0,0.502
`180/2,'10/3,1,0,0.4935
`180/2,'10/4,1,0,0.4855
`180/2,'10/5,1,0,0.487
`180/2,'100/1,1,0,0.492
`180/2,'100/2,1,0,0.504
`180/2,'100/3,1,0,0.5025
`180/2,'100/4,1,0,0.485
`180/2,'100/5,1,0,0.486
`180/2,'101/1,1,0,0.499
`180/2,'101/2,1,0,0.4815
`180/2,'101/3,1,0,0.4945
`180/2,'101/5,1,0,0.4955
`180/2,'102/1,1,0,0.479
`180/2,'102/3,1,0,0.4865
`180/2,'102/4,1,0,0.4835
`180/2,'104/1,1,0,0.481
`180/2,'104/2,1,0,0.49
`180/2,'104/5,1,0,0.4865
`180/2,'105/1,1,0,0.478
`180/2,'105/2,1,0,0.479
`180/2,'105/3,1,0,0.4685
`180/2,'105/4,1,0,0.487
`180/2,'105/5,1,0,0.5035
`180/2,'106/1,1,0,0.491
`180/2,'106/2,1,0,0.478
`180/2,'106/3,1,0,0.484
`180/2,'106/4,1,0,0.4735
`180/2,'106/5,1,0,0.4975
`180/2,'11/1,1,0,0.468
`180/2,'11/2,1,0,0.491
`180/2,'11/3,1,0,0.4725
`180/2,'11/5,1,0,0.463
`180/2,'113/1,1,0,0.5045
`180/2,'113/2,1,0,0.4945
`180/2,'113/3,1,0,0.481
`180/2,'113/4,1,0,0.493
`180/2,'113/5,1,0,0.489
`180/2,'12/1,1,0,0.4785
`180/2,'12/2,1,0,0.4835
`180/2,'12/3,1,0,0.498
`180/2,'12/4,1,0,0.4855
`180/2,'12/5,1,0,0.4935
`180/2,'124/1,1,0,0.48
`180/2,'124/2,1,0,0.473
`180/2,'124/3,1,0,0.4945
`180/2,'124/4,1,0,0.489
`180/2,'124/5,1,0,0.4885
`180/2,'125/1,1,0,0.476
`180/2,'125/2,1,0,0.495
`180/2,'125/4,1,0,0.489
`180/2,'125/5,1,0,0.4875
`180/2,'126/2,1,0,0.479
`180/2,'126/3,1,0,0.49
`180/2,'126/4,1,0,0.481
`180/2,'13/1,1,0,0.4895
`180/2,'13/2,1,0,0.53
`180/2,'13/4,1,0,0.493
`180/2,'130/1,1,0,0.4855
`180/2,'130/2,1,0,0.467
`180/2,'130/3,1,0,0.475
`180/2,'130/4,1,0,0.4655
`180/2,'130/5,1,0,0.469
`180/2,'131/1,1,0,0.4785
`180/2,'131/2,1,0,0.4795
`180/2,'131/3,1,0,0.4845
`180/2,'131/4,1,0,0.475
`180/2,'131/5,1,0,0.4665
`180/2,'135/1,1,0,0.4915
`180/2,'135/2,1,0,0.508
`180/2,'135/3,1,0,0.4915
`180/2,'135/4,1,0,0.493
`180/2,'135/5,1,0,0.5005
`180/2,'136/1,1,0,0.48
`180/2,'136/2,1,0,0.4755
`180/2,'136/3,1,0,0.4775
`180/2,'136/4,1,0,0.482
`180/2,'136/5,1,0,0.4935
`180/2,'14/1,1,0,0.4925
`180/2,'14/2,1,0,0.4875
`180/2,'14/3,1,0,0.495
`180/2,'14/4,1,0,0.482
`180/2,'14/5,1,0,0.4865
`180/2,'140/1,1,0,0.475
`180/2,'140/3,1,0,0.4895
`180/2,'140/4,1,0,0.4875
`180/2,'141/1,1,0,0.4745
`180/2,'141/2,1,0,0.4745
`180/2,'141/3,1,0,0.474
`180/2,'141/4,1,0,0.48
`180/2,'141/5,1,0,0.482
`180/2,'142/1,1,0,0.481
`180/2,'142/2,1,0,0.4845
`180/2,'142/3,1,0,0.4965
`180/2,'142/4,1,0,0.503
`180/2,'142/5,1,0,0.4905
`180/2,'143/1,1,0,0.477
`180/2,'143/2,1,0,0.4725
`180/2,'143/3,1,0,0.4495
`180/2,'143/4,1,0,0.4785
`180/2,'143/5,1,0,0.471
`180/2,'147/1,1,0,0.4865
`180/2,'147/2,1,0,0.4845
`180/2,'147/3,1,0,0.5015
`180/2,'147/4,1,0,0.5095
`180/2,'147/5,1,0,0.4925
`180/2,'148/2,1,0,0.4995
`180/2,'148/3,1,0,0.4865
`180/2,'148/4,1,0,0.4775
`180/2,'148/5,1,0,0.4885
`180/2,'15/1,1,0,0.4785
`180/2,'15/2,1,0,0.478
`180/2,'15/3,1,0,0.4835
`180/2,'15/4,1,0,0.4915
`180/2,'15/5,1,0,0.4745
`180/2,'151/1,1,0,0.482
`180/2,'151/2,1,0,0.4765
`180/2,'151/3,1,0,0.4845
`180/2,'151/4,1,0,0.47
`180/2,'151/5,1,0,0.478
`180/2,'152/1,1,0,0.468
`180/2,'152/2,1,0,0.472
`180/2,'152/3,1,0,0.4765
`180/2,'152/4,1,0,0.469
`180/2,'152/5,1,0,0.4745
`180/2,'153/2,1,0,0.497
`180/2,'153/3,1,0,0.4805
`180/2,'155/1,1,0,0.4735
`180/2,'155/2,1,0,0.479
`180/2,'155/3,1,0,0.483
`180/2,'155/4,1,0,0.475
`180/2,'158/1,1,0,0.48
`180/2,'158/2,1,0,0.4735
`180/2,'158/3,1,0,0.4715
`180/2,'158/4,1,0,0.4895
`180/2,'158/5,1,0,0.486
`180/2,'16/1,1,0,0.4865
`180/2,'16/2,1,0,0.5
`180/2,'16/3,1,0,0.49
`180/2,'16/4,1,0,0.4955
`180/2,'16/5,1,0,0.4795
`180/2,'161/1,1,0,0.4695
`180/2,'161/2,1,0,0.484
`180/2,'161/3,1,0,0.4675
`180/2,'161/4,1,0,0.481
`180/2,'161/5,1,0,0.486
`180/2,'162/1,1,0,0.4875
`180/2,'162/3,1,0,0.481
`180/2,'162/5,1,0,0.488
`180/2,'165/1,1,0,0.4695
`180/2,'165/2,1,0,0.5035
`180/2,'165/3,1,0,0.488
`180/2,'165/4,1,0,0.473
`180/2,'165/5,1,0,0.496
`180/2,'166/2,1,0,0.4755
`180/2,'166/4,1,0,0.49
`180/2,'166/5,1,0,0.4915
`180/2,'167/1,1,0,0.491
`180/2,'167/2,1,0,0.472
`180/2,'167/3,1,0,0.4945
`180/2,'167/4,1,0,0.484
`180/2,'167/5,1,0,0.4795
`180/2,'168/1,1,0,0.4865
`180/2,'168/3,1,0,0.482
`180/2,'168/5,1,0,0.4785
`180/2,'169/1,1,0,0.4955
`180/2,'169/2,1,0,0.487
`180/2,'169/3,1,0,0.4765
`180/2,'169/4,1,0,0.479
`180/2,'169/5,1,0,0.486
`180/2,'170/1,1,0,0.4935
`180/2,'170/2,1,0,0.4875
`180/2,'170/3,1,0,0.4725
`180/2,'171/1,1,0,0.4985
`180/2,'171/5,1,0,0.4875
`180/2,'175/1,1,0,0.484
`180/2,'175/2,1,0,0.495
`180/2,'175/3,1,0,0.48
`180/2,'175/4,1,0,0.478
`180/2,'175/5,1,0,0.4885
`180/2,'177/1,1,0,0.471
`180/2,'177/2,1,0,0.4655
`180/2,'177/3,1,0,0.458
`180/2,'177/4,1,0,0.465
`180/2,'177/5,1,0,0.451
`180/2,'178/1,1,0,0.4935
`180/2,'178/3,1,0,0.4845
`180/2,'180/3,1,1,0.381
`180/2,'180/4,1,1,0.3765
`180/2,'180/5,1,1,0.285
`180/2,'181/1,1,0,0.4795
`180/2,'181/2,1,0,0.4925
`180/2,'181/3,1,0,0.4745
`180/2,'181/4,1,0,0.489
`180/2,'181/5,1,0,0.4695
`180/2,'182/1,1,0,0.5065
`180/2,'182/2,1,0,0.502
`180/2,'182/3,1,0,0.5065
`180/2,'182/4,1,0,0.4875
`180/2,'182/5,1,0,0.494
`180/2,'183/1,1,0,0.477
`180/2,'183/2,1,0,0.479
`180/2,'183/3,1,0,0.483
`180/2,'183/4,1,0,0.477
`180/2,'183/5,1,0,0.4615
`180/2,'186/1,1,0,0.4855
`180/2,'186/2,1,0,0.496
`180/2,'186/4,1,0,0.485
`180/2,'186/5,1,0,0.471
`180/2,'19/1,1,0,0.491
`180/2,'19/2,1,0,0.498
`180/2,'19/3,1,0,0.4875
`180/2,'19/4,1,0,0.467
`180/2,'19/5,1,0,0.4905
`180/2,'190/1,1,0,0.492
`180/2,'190/2,1,0,0.487
`180/2,'190/3,1,0,0.4795
`180/2,'192/1,1,0,0.483
`180/2,'192/2,1,0,0.4845
`180/2,'192/3,1,0,0.486
`180/2,'192/4,1,0,0.453
`180/2,'192/5,1,0,0.4715
`180/2,'194/2,1,0,0.4805
`180/2,'194/3,1,0,0.492
`180/2,'194/4,1,0,0.4815
`180/2,'194/5,1,0,0.485
`180/2,'195/1,1,0,0.495
`180/2,'195/3,1,0,0.5065
`180/2,'195/4,1,0,0.4955
`180/2,'195/5,1,0,0.4895
`180/2,'196/1,1,0,0.4985
`180/2,'196/2,1,0,0.4865
`180/2,'196/3,1,0,0.4775
`180/2,'196/4,1,0,0.4875
`180/2,'199/1,1,0,0.4905
`180/2,'199/2,1,0,0.4805
`180/2,'199/3,1,0,0.4825
`180/2,'199/4,1,0,0.4845
`180/2,'199/5,1,0,0.488
`180/2,'2/1,1,0,0.509
`180/2,'2/2,1,0,0.484
`180/2,'2/3,1,0,0.478
`180/2,'2/5,1,0,0.484
`180/2,'214/1,1,0,0.481
`180/2,'214/2,1,0,0.4825
`180/2,'214/4,1,0,0.4785
`180/2,'214/5,1,0,0.4875
`180/2,'220/1,1,0,0.477
`180/2,'220/2,1,0,0.4905
`180/2,'220/3,1,0,0.4905
`180/2,'220/4,1,0,0.4855
`180/2,'220/5,1,0,0.491
`180/2,'221/1,1,0,0.4935
`180/2,'221/2,1,0,0.4815
`180/2,'221/3,1,0,0.4945
`180/2,'221/4,1,0,0.477
`180/2,'221/5,1,0,0.506
`180/2,'222/1,1,0,0.4665
`180/2,'222/2,1,0,0.4745
`180/2,'222/3,1,0,0.4765
`180/2,'224/2,1,0,0.5065
`180/2,'224/4,1,0,0.4935
`180/2,'225/1,1,0,0.4895
`180/2,'225/2,1,0,0.4845
`180/2,'225/4,1,0,0.495
`180/2,'225/5,1,0,0.4805
`180/2,'227/1,1,0,0.4755
`180/2,'227/2,1,0,0.4715
`180/2,'227/3,1,0,0.488
`180/2,'227/4,1,0,0.475
`180/2,'237/1,1,0,0.492
`180/2,'237/2,1,0,0.4795
`180/2,'237/3,1,0,0.4905
`180/2,'237/4,1,0,0.4775
`180/2,'237/5,1,0,0.5045
`180/2,'25/1,1,0,0.495
`180/2,'25/2,1,0,0.4855
`180/2,'25/3,1,0,0.4795
`180/2,'27/1,1,0,0.483
`180/2,'27/2,1,0,0.4755
`180/2,'27/3,1,0,0.492
`180/2,'27/4,1,0,0.4915
`180/2,'27/5,1,0,0.4695
`180/2,'29/1,1,0,0.486
`180/2,'29/2,1,0,0.484
`180/2,'29/3,1,0,0.466
`180/2,'29/4,1,0,0.486
`180/2,'35/1,1,0,0.486
`180/2,'35/2,1,0,0.4715
`180/2,'35/3,1,0,0.476
`180/2,'37/3,1,0,0.4875
`180/2,'37/4,1,0,0.4725
`180/2,'38/1,1,0,0.487
`180/2,'38/2,1,0,0.47
`180/2,'38/3,1,0,0.482
`180/2,'38/4,1,0,0.486
`180/2,'38/5,1,0,0.463
`180/2,'40/1,1,0,0.474
`180/2,'40/2,1,0,0.474
`180/2,'41/1,1,0,0.476
`180/2,'41/3,1,0,0.4835
`180/2,'41/4,1,0,0.4985
`180/2,'41/5,1,0,0.476
`180/2,'42/1,1,0,0.491
`180/2,'42/3,1,0,0.476
`180/2,'42/4,1,0,0.4785
`180/2,'42/5,1,0,0.491
`180/2,'44/1,1,0,0.4845
`180/2,'44/2,1,0,0.5015
`180/2,'44/3,1,0,0.4855
`180/2,'44/4,1,0,0.496
`180/2,'44/5,1,0,0.497
`180/2,'45/3,1,0,0.4915
`180/2,'45/4,1,0,0.501
`180/2,'45/5,1,0,0.507
`180/2,'46/2,1,0,0.475
`180/2,'46/3,1,0,0.479
`180/2,'46/4,1,0,0.477
`180/2,'46/5,1,0,0.4675
`180/2,'47/2,1,0,0.483
`180/2,'47/3,1,0,0.4805
`180/2,'47/4,1,0,0.483
`180/2,'47/5,1,0,0.4655
`180/2,'49/3,1,0,0.4935
`180/2,'49/4,1,0,0.5005
`180/2,'49/5,1,0,0.503
`180/2,'51/1,1,0,0.469
`180/2,'51/2,1,0,0.4635
`180/2,'51/3,1,0,0.458
`180/2,'51/4,1,0,0.478
`180/2,'51/5,1,0,0.4905
`180/2,'54/1,1,0,0.487
`180/2,'54/5,1,0,0.481
`180/2,'55/1,1,0,0.481
`180/2,'55/2,1,0,0.494
`180/2,'55/3,1,0,0.4835
`180/2,'55/4,1,0,0.4765
`180/2,'55/5,1,0,0.4855
`180/2,'56/1,1,0,0.496
`180/2,'56/2,1,0,0.4905
`180/2,'56/4,1,0,0.4955
`180/2,'58/1,1,0,0.4985
`180/2,'58/2,1,0,0.4855
`180/2,'58/3,1,0,0.478
`180/2,'58/5,1,0,0.481
`180/2,'59/1,1,0,0.4965
`180/2,'59/2,1,0,0.4815
`180/2,'59/3,1,0,0.491
`180/2,'59/4,1,0,0.486
`180/2,'59/5,1,0,0.4935
`180/2,'6/1,1,0,0.477
`180/2,'6/3,1,0,0.483
`180/2,'6/4,1,0,0.487
